frame_path,mask_path,steering_angle,speed
/home/jetson/data/data/frames/frame_00000.jpg,/home/jetson/data/data/masks/mask_00000.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00001.jpg,/home/jetson/data/data/masks/mask_00001.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00002.jpg,/home/jetson/data/data/masks/mask_00002.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00003.jpg,/home/jetson/data/data/masks/mask_00003.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00004.jpg,/home/jetson/data/data/masks/mask_00004.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00005.jpg,/home/jetson/data/data/masks/mask_00005.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00006.jpg,/home/jetson/data/data/masks/mask_00006.jpg,-24.22774531795417,30
/home/jetson/data/data/frames/frame_00007.jpg,/home/jetson/data/data/masks/mask_00007.jpg,-24.42596552527356,30
/home/jetson/data/data/frames/frame_00008.jpg,/home/jetson/data/data/masks/mask_00008.jpg,-24.52484288599034,30
/home/jetson/data/data/frames/frame_00009.jpg,/home/jetson/data/data/masks/mask_00009.jpg,-24.82054133548908,30
/home/jetson/data/data/frames/frame_00010.jpg,/home/jetson/data/data/masks/mask_00010.jpg,-25.114834886144564,30
/home/jetson/data/data/frames/frame_00011.jpg,/home/jetson/data/data/masks/mask_00011.jpg,-25.212619588240766,30
/home/jetson/data/data/frames/frame_00012.jpg,/home/jetson/data/data/masks/mask_00012.jpg,23.929254767450985,30
/home/jetson/data/data/frames/frame_00013.jpg,/home/jetson/data/data/masks/mask_00013.jpg,23.629377730656817,30
/home/jetson/data/data/frames/frame_00014.jpg,/home/jetson/data/data/masks/mask_00014.jpg,23.025492008528037,30
/home/jetson/data/data/frames/frame_00015.jpg,/home/jetson/data/data/masks/mask_00015.jpg,22.924311981236876,30
/home/jetson/data/data/frames/frame_00016.jpg,/home/jetson/data/data/masks/mask_00016.jpg,22.51808128691557,30
/home/jetson/data/data/frames/frame_00017.jpg,/home/jetson/data/data/masks/mask_00017.jpg,23.428692808745403,30
/home/jetson/data/data/frames/frame_00018.jpg,/home/jetson/data/data/masks/mask_00018.jpg,-25.114834886144564,30
/home/jetson/data/data/frames/frame_00019.jpg,/home/jetson/data/data/masks/mask_00019.jpg,-23.328121068060348,30
