frame_path,mask_path,angle_speed_path,steering_angle,speed
data/frames/frame_00000.jpg,data/masks/mask_00000.jpg,data/angle_speed/angle_speed_00000.txt,-23.529111785517454,30
data/frames/frame_00001.jpg,data/masks/mask_00001.jpg,data/angle_speed/angle_speed_00001.txt,-23.529111785517454,30
data/frames/frame_00002.jpg,data/masks/mask_00002.jpg,data/angle_speed/angle_speed_00002.txt,-23.529111785517454,30
data/frames/frame_00003.jpg,data/masks/mask_00003.jpg,data/angle_speed/angle_speed_00003.txt,-23.529111785517454,30
data/frames/frame_00004.jpg,data/masks/mask_00004.jpg,data/angle_speed/angle_speed_00004.txt,-23.529111785517454,30
data/frames/frame_00005.jpg,data/masks/mask_00005.jpg,data/angle_speed/angle_speed_00005.txt,-23.529111785517454,30
data/frames/frame_00006.jpg,data/masks/mask_00006.jpg,data/angle_speed/angle_speed_00006.txt,-23.829449477964832,30
data/frames/frame_00007.jpg,data/masks/mask_00007.jpg,data/angle_speed/angle_speed_00007.txt,-24.623564786163612,30
data/frames/frame_00008.jpg,data/masks/mask_00008.jpg,data/angle_speed/angle_speed_00008.txt,24.42596552527356,30
data/frames/frame_00009.jpg,data/masks/mask_00009.jpg,data/angle_speed/angle_speed_00009.txt,23.729490381008294,30
data/frames/frame_00010.jpg,data/masks/mask_00010.jpg,data/angle_speed/angle_speed_00010.txt,23.328121068060348,30
data/frames/frame_00011.jpg,data/masks/mask_00011.jpg,data/angle_speed/angle_speed_00011.txt,23.1265203887488,30
data/frames/frame_00012.jpg,data/masks/mask_00012.jpg,data/angle_speed/angle_speed_00012.txt,24.52484288599034,30
data/frames/frame_00013.jpg,data/masks/mask_00013.jpg,data/angle_speed/angle_speed_00013.txt,-23.328121068060348,30
data/frames/frame_00014.jpg,data/masks/mask_00014.jpg,data/angle_speed/angle_speed_00014.txt,-21.077494116986735,30
data/frames/frame_00015.jpg,data/masks/mask_00015.jpg,data/angle_speed/angle_speed_00015.txt,-20.136303428248137,30
data/frames/frame_00016.jpg,data/masks/mask_00016.jpg,data/angle_speed/angle_speed_00016.txt,-20.136303428248137,30
data/frames/frame_00017.jpg,data/masks/mask_00017.jpg,data/angle_speed/angle_speed_00017.txt,-19.50244850666222,50
data/frames/frame_00018.jpg,data/masks/mask_00018.jpg,data/angle_speed/angle_speed_00018.txt,-19.608441271890275,50
data/frames/frame_00019.jpg,data/masks/mask_00019.jpg,data/angle_speed/angle_speed_00019.txt,-20.346459398054485,30
data/frames/frame_00020.jpg,data/masks/mask_00020.jpg,data/angle_speed/angle_speed_00020.txt,-20.03101268089773,30
data/frames/frame_00021.jpg,data/masks/mask_00021.jpg,data/angle_speed/angle_speed_00021.txt,-20.86934779483387,30
data/frames/frame_00022.jpg,data/masks/mask_00022.jpg,data/angle_speed/angle_speed_00022.txt,-25.699185921604627,30
data/frames/frame_00023.jpg,data/masks/mask_00023.jpg,data/angle_speed/angle_speed_00023.txt,21.49204003334457,30
data/frames/frame_00024.jpg,data/masks/mask_00024.jpg,data/angle_speed/angle_speed_00024.txt,12.79394714968232,50
data/frames/frame_00025.jpg,data/masks/mask_00025.jpg,data/angle_speed/angle_speed_00025.txt,12.339087278326195,50
data/frames/frame_00026.jpg,data/masks/mask_00026.jpg,data/angle_speed/angle_speed_00026.txt,21.698433717441954,30
data/frames/frame_00027.jpg,data/masks/mask_00027.jpg,data/angle_speed/angle_speed_00027.txt,26.37374711497853,30
data/frames/frame_00028.jpg,data/masks/mask_00028.jpg,data/angle_speed/angle_speed_00028.txt,-21.285059194478855,30
data/frames/frame_00029.jpg,data/masks/mask_00029.jpg,data/angle_speed/angle_speed_00029.txt,-13.923843848479054,50
data/frames/frame_00030.jpg,data/masks/mask_00030.jpg,data/angle_speed/angle_speed_00030.txt,-4.8821640788406855,70
data/frames/frame_00031.jpg,data/masks/mask_00031.jpg,data/angle_speed/angle_speed_00031.txt,1.4320961841646465,70
data/frames/frame_00032.jpg,data/masks/mask_00032.jpg,data/angle_speed/angle_speed_00032.txt,4.170436524842112,70
data/frames/frame_00033.jpg,data/masks/mask_00033.jpg,data/angle_speed/angle_speed_00033.txt,6.418786730238786,70
data/frames/frame_00034.jpg,data/masks/mask_00034.jpg,data/angle_speed/angle_speed_00034.txt,-3.6952205319891918,70
data/frames/frame_00035.jpg,data/masks/mask_00035.jpg,data/angle_speed/angle_speed_00035.txt,-21.904237408100673,30
data/frames/frame_00036.jpg,data/masks/mask_00036.jpg,data/angle_speed/angle_speed_00036.txt,22.822980597654823,30
data/frames/frame_00037.jpg,data/masks/mask_00037.jpg,data/angle_speed/angle_speed_00037.txt,15.81919394750014,50
data/frames/frame_00038.jpg,data/masks/mask_00038.jpg,data/angle_speed/angle_speed_00038.txt,4.051683837828445,70
data/frames/frame_00039.jpg,data/masks/mask_00039.jpg,data/angle_speed/angle_speed_00039.txt,8.063246165697251,70
data/frames/frame_00040.jpg,data/masks/mask_00040.jpg,data/angle_speed/angle_speed_00040.txt,12.339087278326195,50
data/frames/frame_00041.jpg,data/masks/mask_00041.jpg,data/angle_speed/angle_speed_00041.txt,19.714294515298057,50
data/frames/frame_00042.jpg,data/masks/mask_00042.jpg,data/angle_speed/angle_speed_00042.txt,18.649538754051406,50
data/frames/frame_00043.jpg,data/masks/mask_00043.jpg,data/angle_speed/angle_speed_00043.txt,-30.43423575344341,30
data/frames/frame_00044.jpg,data/masks/mask_00044.jpg,data/angle_speed/angle_speed_00044.txt,-29.538782259558097,30
data/frames/frame_00045.jpg,data/masks/mask_00045.jpg,data/angle_speed/angle_speed_00045.txt,-30.875906586330157,30
data/frames/frame_00046.jpg,data/masks/mask_00046.jpg,data/angle_speed/angle_speed_00046.txt,13.360218444764483,50
data/frames/frame_00047.jpg,data/masks/mask_00047.jpg,data/angle_speed/angle_speed_00047.txt,11.768288932020644,50
data/frames/frame_00048.jpg,data/masks/mask_00048.jpg,data/angle_speed/angle_speed_00048.txt,8.997143421065061,70
data/frames/frame_00049.jpg,data/masks/mask_00049.jpg,data/angle_speed/angle_speed_00049.txt,8.413990515319439,70
data/frames/frame_00050.jpg,data/masks/mask_00050.jpg,data/angle_speed/angle_speed_00050.txt,4.645078425891606,70
data/frames/frame_00051.jpg,data/masks/mask_00051.jpg,data/angle_speed/angle_speed_00051.txt,4.526475279098783,70
data/frames/frame_00052.jpg,data/masks/mask_00052.jpg,data/angle_speed/angle_speed_00052.txt,4.289153328819018,70
data/frames/frame_00053.jpg,data/masks/mask_00053.jpg,data/angle_speed/angle_speed_00053.txt,5.11908225633623,70
data/frames/frame_00054.jpg,data/masks/mask_00054.jpg,data/angle_speed/angle_speed_00054.txt,5.35582504285519,70
data/frames/frame_00055.jpg,data/masks/mask_00055.jpg,data/angle_speed/angle_speed_00055.txt,-18.112058054827706,50
data/frames/frame_00056.jpg,data/masks/mask_00056.jpg,data/angle_speed/angle_speed_00056.txt,-1.7899106082460694,70
data/frames/frame_00057.jpg,data/masks/mask_00057.jpg,data/angle_speed/angle_speed_00057.txt,10.965196685137913,50
data/frames/frame_00058.jpg,data/masks/mask_00058.jpg,data/angle_speed/angle_speed_00058.txt,10.965196685137913,50
data/frames/frame_00059.jpg,data/masks/mask_00059.jpg,data/angle_speed/angle_speed_00059.txt,4.8821640788406855,70
data/frames/frame_00060.jpg,data/masks/mask_00060.jpg,data/angle_speed/angle_speed_00060.txt,5.710593137499642,70
data/frames/frame_00061.jpg,data/masks/mask_00061.jpg,data/angle_speed/angle_speed_00061.txt,4.4078332471459785,70
data/frames/frame_00062.jpg,data/masks/mask_00062.jpg,data/angle_speed/angle_speed_00062.txt,-1.4320961841646465,70
data/frames/frame_00063.jpg,data/masks/mask_00063.jpg,data/angle_speed/angle_speed_00063.txt,11.195111426299977,50
data/frames/frame_00064.jpg,data/masks/mask_00064.jpg,data/angle_speed/angle_speed_00064.txt,15.597961584659979,50
data/frames/frame_00065.jpg,data/masks/mask_00065.jpg,data/angle_speed/angle_speed_00065.txt,19.714294515298057,50
data/frames/frame_00066.jpg,data/masks/mask_00066.jpg,data/angle_speed/angle_speed_00066.txt,-27.79296724555147,30
data/frames/frame_00067.jpg,data/masks/mask_00067.jpg,data/angle_speed/angle_speed_00067.txt,-24.7221310073522,30
data/frames/frame_00068.jpg,data/masks/mask_00068.jpg,data/angle_speed/angle_speed_00068.txt,-23.328121068060348,30
data/frames/frame_00069.jpg,data/masks/mask_00069.jpg,data/angle_speed/angle_speed_00069.txt,-27.04052390952586,30
data/frames/frame_00070.jpg,data/masks/mask_00070.jpg,data/angle_speed/angle_speed_00070.txt,20.765057623986323,30
data/frames/frame_00071.jpg,data/masks/mask_00071.jpg,data/angle_speed/angle_speed_00071.txt,6.654425046006596,70
data/frames/frame_00072.jpg,data/masks/mask_00072.jpg,data/angle_speed/angle_speed_00072.txt,1.9091524329963763,70
data/frames/frame_00073.jpg,data/masks/mask_00073.jpg,data/angle_speed/angle_speed_00073.txt,7.125016348901798,70
data/frames/frame_00074.jpg,data/masks/mask_00074.jpg,data/angle_speed/angle_speed_00074.txt,16.918012852078068,50
data/frames/frame_00075.jpg,data/masks/mask_00075.jpg,data/angle_speed/angle_speed_00075.txt,25.796026494499948,30
data/frames/frame_00076.jpg,data/masks/mask_00076.jpg,data/angle_speed/angle_speed_00076.txt,-24.22774531795417,30
data/frames/frame_00077.jpg,data/masks/mask_00077.jpg,data/angle_speed/angle_speed_00077.txt,-24.42596552527356,30
data/frames/frame_00078.jpg,data/masks/mask_00078.jpg,data/angle_speed/angle_speed_00078.txt,-23.025492008528037,30
data/frames/frame_00079.jpg,data/masks/mask_00079.jpg,data/angle_speed/angle_speed_00079.txt,-20.66062330014318,30
data/frames/frame_00080.jpg,data/masks/mask_00080.jpg,data/angle_speed/angle_speed_00080.txt,-16.150135308111658,50
data/frames/frame_00081.jpg,data/masks/mask_00081.jpg,data/angle_speed/angle_speed_00081.txt,-15.154068050312599,50
data/frames/frame_00082.jpg,data/masks/mask_00082.jpg,data/angle_speed/angle_speed_00082.txt,-15.265218434931503,50
data/frames/frame_00083.jpg,data/masks/mask_00083.jpg,data/angle_speed/angle_speed_00083.txt,-16.589671257012157,50
data/frames/frame_00084.jpg,data/masks/mask_00084.jpg,data/angle_speed/angle_speed_00084.txt,-19.077091319807725,50
data/frames/frame_00085.jpg,data/masks/mask_00085.jpg,data/angle_speed/angle_speed_00085.txt,-22.51808128691557,30
data/frames/frame_00086.jpg,data/masks/mask_00086.jpg,data/angle_speed/angle_speed_00086.txt,-29.4483486320514,30
data/frames/frame_00087.jpg,data/masks/mask_00087.jpg,data/angle_speed/angle_speed_00087.txt,19.077091319807725,50
data/frames/frame_00088.jpg,data/masks/mask_00088.jpg,data/angle_speed/angle_speed_00088.txt,18.649538754051406,50
